1
3
4
0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,11,4,4,4
0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,4,4,4,4,4,11,0,0,0,0,4,4,4
0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,7,7,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
